Gene Name	deltaFC_Female	interaction_padj_Female	FC_Female_6hr_TGvsDMSO	padj_Female_6hr_TGvsDMSO	FC_Female_12hr_TGvsDMSO	padj_Female_12hr_TGvsDMSO
9430060I03Rik	-0.222617432	0.903228426	0.133206823	0.862673973	-0.089410609	0.917963672
9430065F17Rik	0.083679975	0.921538729	0.141974112	0.671627176	0.225654088	0.520615164
9430069I07Rik	0.504607765	NA	1.099432781	0.248351763	1.604040546	0.106076624
9430083A17Rik	-0.618416907	0.41523984	-0.621529533	0.057786577	-1.239946439	0.001043073
9430091E24Rik	-0.00697398	0.995813459	-0.509593619	0.219128168	-0.516567599	0.285726067
9530026P05Rik	-0.248594121	NA	0.024095579	0.991495784	-0.224498542	0.94490241
9530027J09Rik	-0.04082466	NA	-1.184088561	0.543280443	-1.224913221	0.602236152
9530036O11Rik	-0.251128434	NA	-0.462369587	0.787436135	-0.71349802	0.693269538
9530051G07Rik	-1.033809675	0.371088985	-0.161527037	0.809423628	-1.195336712	0.042403481
9530052E02Rik	-1.829266606	0.120468536	1.153445517	0.057665803	-0.675821089	0.360854031
9530053A07Rik	0.145856976	NA	-0.262180938	0.809423628	-0.116323962	0.933035753
9530062K07Rik	0.290159983	0.893473259	-0.304263677	0.728077222	-0.014103694	0.989993684
9530068E07Rik	0.185044318	0.185879495	-0.153851196	0.024425568	0.031193122	0.735558551
9530077C05Rik	-0.632251887	0.060625622	-0.071953164	0.745429591	-0.704205051	0.000300196
9530080O11Rik	0.177850523	0.857182354	1.097252009	0.000417598	1.275102532	0.000604884
9530082P21Rik	0.386786865	0.541182731	-0.962233842	0.000100173	-0.575446976	0.055499191
9530091C08Rik	-0.966205763	0.336785307	0.081653779	0.899891036	-0.884551985	0.07383836
9630001P10Rik	-1.764448833	NA	1.543461904	0.070803005	-0.220986929	0.901158796
9630028I04Rik	-0.810986888	0.506170996	-0.75227454	0.162929953	-1.563261427	0.006005407
9830147E19Rik	0.010618945	0.986987044	-0.191264259	0.367476491	-0.180645314	0.457426147
9930012K11Rik	1.397631827	NA	-1.938442396	0.046597204	-0.540810568	0.668604578
9930014A18Rik	-0.119376215	0.879439995	1.192891785	6.13E-07	1.07351557	0.000135016
9930021J03Rik	-0.207074373	0.239370337	-0.052848143	0.596915248	-0.259922516	0.005328804
9930104L06Rik	-0.1254305	0.649373431	0.386053922	0.000165689	0.260623422	0.033641477
9930111J21Rik1	-0.528878184	NA	-0.900369946	0.534814072	-1.42924813	0.33547424
A130010J15Rik	0.179636069	0.511506118	-0.057317875	0.682391256	0.122318194	0.390669039
A130077B15Rik	0.550460785	NA	0.118058112	0.963044301	0.668518897	0.830174069
A1cf	-0.892813722	0.002162684	-0.827326622	1.68E-07	-1.720140344	2.29E-21
A230046K03Rik	0.185825717	0.394659645	-0.092454316	0.398145286	0.093371401	0.449483581
A230050P20Rik	-0.198127522	0.358106955	0.043141285	0.719514504	-0.154986237	0.183011074
A230056J06Rik	-2.605497762	NA	1.535973114	0.317543542	-1.069524648	0.521528164
A230056P14Rik	0.73328856	0.464119994	0.006943207	0.990493159	0.740231767	0.148061511
A230057D06Rik	-0.493039014	0.237569348	0.229942806	0.293929835	-0.263096208	0.272948367
A230070E04Rik	-0.075782108	0.898456874	-0.115460413	0.616472151	-0.191242521	0.427450932
A230072C01Rik	0.157640079	0.814637676	0.412448751	0.092229343	0.57008883	0.034782467
A230072E10Rik	-0.444593965	0.712140887	0.981176712	0.036552976	0.536582747	0.309890121
A230103J11Rik	0.133958689	0.904472286	0.561180545	0.138203453	0.695139234	0.097191331
A330009N23Rik	0.960666018	0.281545061	-0.530172774	0.249388073	0.430493244	0.398552174
A330015K06Rik	1.625602942	NA	0.857382298	0.642800382	2.48298524	0.231189908
A330023F24Rik	-0.443122489	0.458141761	-0.184747559	0.541381727	-0.627870047	0.032121878
A330035P11Rik	-0.175283675	0.721543285	0.013327401	0.957220308	-0.161956274	0.479538431
A330040F15Rik	0.311751871	0.828981094	0.461337329	0.405114165	0.7730892	0.209056247
A330041J22Rik	-0.50072912	0.704345691	-0.094296316	0.880309675	-0.595025436	0.335031074
A330050F15Rik	0.284130177	0.299990664	-0.621914705	9.37E-08	-0.337784528	0.01946249
A330069E16Rik	-0.040356501	0.977105708	-0.307073973	0.536148162	-0.347430474	0.521169851
A330074K22Rik	-0.923629509	NA	-0.757395915	0.392085877	-1.681025424	0.085974282
A330076H08Rik	-0.133039844	0.869314808	0.046522204	0.893550326	-0.08651764	0.815907539
A330102I10Rik	0.10942596	NA	0.245291788	0.857088968	0.354717748	0.822650213
A3galt2	-0.43650307	0.672889304	0.686193643	0.095249171	0.249690572	0.628579089
A430005L14Rik	-0.029478025	0.912260904	0.433947371	7.68E-08	0.404469346	1.78E-05
A430033K04Rik	-0.176221962	0.570852057	-0.297420216	0.017545724	-0.473642178	0.000614225
A430035B10Rik	-0.120485986	0.882143483	-0.31927629	0.258853066	-0.439762276	0.163628801
A430046D13Rik	-0.448300619	0.294169323	-0.246884795	0.245521942	-0.695185414	0.001453519
A430078I02Rik	0.400254423	0.699659514	0.168188441	0.722347997	0.568442864	0.230959313
A430105I19Rik	-0.631826869	1.39E-06	-0.726067837	5.63E-22	-1.357894707	1.97E-55
A4galt	-0.562583192	0.762235404	-0.038823941	0.966299787	-0.601407133	0.472605401
A530013C23Rik	0.184274068	NA	0.249798185	0.788098377	0.434072252	0.665774228
A530058N18Rik	0.441326429	0.05915104	-0.185453858	0.153931925	0.255872571	0.075398402
A530072M11Rik	-0.02601061	0.973852322	0.627339193	0.006014664	0.601328582	0.025288753
A530088E08Rik	-1.477719757	NA	-2.921018766	0.088596464	-4.398738523	0.021348766
A630001G21Rik	-0.139948849	NA	-0.367471552	0.781935617	-0.507420401	0.729050472
A630020A06	2.470615152	NA	0.018887791	0.992530548	2.489502942	0.258204517
A630023A22Rik	2.295756978	NA	3.095194362	0.076839894	5.39095134	0.002478443
A630033H20Rik	2.297990731	NA	-1.098027136	0.526587901	1.199963595	0.456361679
A630066F11Rik	0.11360383	0.823564366	-0.139564752	0.497478771	-0.025960923	0.921858061
A630072M18Rik	0.287726757	0.680815433	-0.874299471	0.000798079	-0.586572714	0.052995926
A630089N07Rik	-0.008079436	0.995813459	-0.48248893	0.342234534	-0.490568366	0.390617571
A630095E13Rik	1.899363142	NA	2.330708341	0.410322397	4.230071483	0.137487627
A730017C20Rik	-0.281554728	0.8307453	-1.187512244	0.005510522	-1.469066972	0.005619032
A730017L22Rik	0.010757288	0.989162449	-0.80942043	0.000339922	-0.798663142	0.0018386
A730020E08Rik	0.102301519	0.920613181	0.408444793	0.251513042	0.510746312	0.190821059
A730090N16Rik	0.834191673	NA	1.077395952	0.253124959	1.911587625	0.084777305
A830009L08Rik	1.248275785	NA	-0.471108209	0.804559817	0.777167576	0.724039759
A830010M20Rik	0.02476973	0.964323366	0.129106319	0.502063153	0.153876049	0.465317015
A830011K09Rik	-0.733616024	NA	-2.107121004	0.055755594	-2.840737028	0.004976306
A830018L16Rik	0.704195004	0.526204778	-0.023074487	0.970731824	0.681120516	0.205656508
A830052D11Rik	-0.86123573	0.567158633	-0.288572362	0.698260408	-1.149808092	0.111803987
A830080D01Rik	-0.072789513	0.902736507	0.289460608	0.1530547	0.216671095	0.364963038
A830082N09Rik	-0.647003468	0.226382933	0.421980485	0.116449344	-0.225022984	0.487513174
A930001C03Rik	0.547542323	NA	-1.312188879	0.184466606	-0.764646556	0.520173839
A930003A15Rik	1.997221364	NA	2.889213003	0.093916474	4.886434367	0.008958693
A930004D18Rik	-1.060415161	0.248790371	-0.94488645	0.02380206	-2.005301611	3.51E-05
A930005H10Rik	0.273953835	0.593430087	0.815393834	3.12E-05	1.089347668	6.19E-07
A930006K02Rik	-0.548117498	0.575177406	0.524011258	0.218496534	-0.024106239	0.968641135
A930007I19Rik	-1.217976526	0.351276954	-0.207806466	0.773869618	-1.425782993	0.039235384
A930011G23Rik	1.077090671	0.031076092	1.242917897	4.06E-07	2.320008567	4.32E-15
A930012L18Rik	1.743583686	NA	0.029821321	0.984584655	1.773405007	0.244613146
A930013F10Rik	0.128670986	0.904085061	-0.583702619	0.106308229	-0.455031634	0.275171136
A930015D03Rik	-0.9774986	0.063582272	0.656957009	0.015298066	-0.320541591	0.359178298
A930016O22Rik	-0.42685923	0.683455481	-0.602166999	0.147742103	-1.029026229	0.023505276
A930017M01Rik	-0.249280887	0.729408705	0.222433736	0.442195611	-0.026847151	0.947444655
A930019D19Rik	-0.294765356	0.820114245	-0.253091463	0.645527425	-0.547856819	0.329923616
A930024E05Rik	0.158225844	0.834394812	-0.871082547	0.000575805	-0.712856703	0.015676362
AA387883	1.349802202	NA	-1.892699789	0.221131035	-0.542897588	0.787572522
AA388235	0.244183383	0.696524062	0.092422954	0.755925979	0.336606337	0.230437453
AA413626	3.616118885	NA	-1.426923369	0.150456005	2.189195516	0.045755524
AA414768	-0.046985905	0.892632677	-0.638961498	6.38E-10	-0.685947402	1.08E-08
AA415398	0.128961471	0.825481672	0.536745387	0.007532848	0.665706859	0.003654042
AA465934	-0.69226794	0.561249417	0.10270758	0.871591039	-0.58956036	0.319922863
AA467197	0.578047863	0.713415612	-0.446382607	0.517591065	0.131665256	0.874089841
AA474331	-0.490416578	0.396550153	-0.027628133	0.934765906	-0.518044711	0.085664508
AA543186	-0.192455554	0.817275773	-0.379388709	0.228706178	-0.571844263	0.093390581
AA986860	-0.470739311	0.462644103	0.308939517	0.302064039	-0.161799794	0.658807882
Aaas	0.32546161	0.168383399	0.017218034	0.909958818	0.342679645	0.00903381
Aacs	-0.383568461	0.021653327	-0.057178259	0.606663877	-0.44074672	1.11E-05
Aadat	0.740571749	NA	-2.280018189	0.032743328	-1.53944644	0.224954198
Aaed1	0.241643174	0.365001503	0.712125645	1.45E-10	0.953768818	3.29E-14
Aagab	-0.160108278	0.385748182	-0.039383204	0.697316666	-0.199491482	0.035312848
Aak1	-0.293027232	0.067495226	0.090311535	0.331483685	-0.202715697	0.035087529
Aamdc	0.381653954	0.35819154	-0.301336099	0.122143212	0.080317856	0.753617716
Aamp	0.061703409	0.82315708	0.456886955	4.33E-07	0.518590364	5.56E-07
Aanat	2.346531584	NA	0.604556678	0.669397571	2.951088262	0.084937041
Aar2	-0.030149347	0.908078404	0.063920346	0.518839404	0.033771	0.773191053
Aard	-0.63755575	0.19658826	-0.915113987	2.50E-05	-1.552669738	3.14E-09
Aars	0.051307152	0.753862644	0.580561632	3.82E-28	0.631868785	3.92E-25
Aars2	-0.341842332	0.14086713	-0.222883417	0.058597329	-0.564725749	7.00E-06
Aarsd1	0.006864718	0.985356815	-0.022255891	0.880309675	-0.015391173	0.926405541
Aasdh	-0.283618592	0.379498512	-0.086791418	0.619693756	-0.37041001	0.024161573
Aasdhppt	0.073939049	0.86410811	0.01490657	0.937136084	0.088845619	0.639195251
Aass	0.966653179	0.456656351	-0.338624193	0.627089344	0.628028986	0.351850919
Aatf	0.232905201	0.189006545	0.671799184	7.33E-18	0.904704384	1.45E-23
Aatk	-0.759604571	1.00E-08	-0.474494227	2.55E-09	-1.234098799	5.00E-42
AB124611	-1.947998959	NA	0.047892835	0.977035001	-1.900106124	0.192257244
Abat	-0.505670488	5.93E-05	-0.714733343	5.46E-24	-1.220403831	1.07E-51
Abca1	-0.199544253	0.394071178	-0.120396431	0.291700472	-0.319940684	0.00616544
Abca13	5.204388059	NA	-2.727484472	0.065045775	2.476903587	0.20809225
Abca14	-1.585248279	0.054146293	0.850436385	0.063445072	-0.734811894	0.149774893
Abca2	-0.409875388	0.008403744	-0.768577281	1.48E-21	-1.17845267	1.43E-37
Abca3	-0.246839748	0.260451977	-0.344291335	0.000503675	-0.591131083	7.87E-08
Abca4	-0.235867145	0.873436826	-0.104196167	0.867274395	-0.340063312	0.59280698
Abca5	0.018894892	0.966985271	-0.110273948	0.488162296	-0.091379056	0.612061698
Abca6	0.64525637	NA	-0.037415111	0.971951765	0.607841259	0.542094279
Abca7	-0.551944933	5.55E-05	-0.497280501	2.33E-10	-1.049225433	1.37E-32
Abca8a	-2.165518716	NA	-0.938433241	0.701276852	-3.103951958	0.236020447
Abca8b	-0.266097779	0.338353404	0.299239322	0.016557626	0.033141543	0.853941107
Abca9	-0.375779965	NA	-0.35204128	0.752399965	-0.727821244	0.514696472
Abcb10	-0.306775418	0.004271126	-0.629534796	3.12E-29	-0.936310214	1.02E-47
Abcb11	-0.011670078	0.993625753	-0.290450628	0.538986888	-0.302120706	0.566158702
Abcb1a	0.234572313	0.75274373	-0.52787402	0.048427687	-0.293301707	0.382963007
Abcb1b	0.031826852	0.978983589	-0.237006857	0.582747835	-0.205180005	0.676515566
Abcb4	-0.083863694	0.788466106	-0.439361987	3.09E-05	-0.523225681	1.22E-05
Abcb6	0.174064138	0.513766252	-0.188608129	0.098692824	-0.014543991	0.929521699
Abcb7	0.054567635	0.871461181	-0.366228655	0.000576235	-0.31166102	0.012142896
Abcb8	0.026174054	0.942234407	0.118143517	0.339544015	0.144317571	0.293594117
Abcb9	-0.308851852	0.22148791	-0.381173389	0.001098091	-0.690025242	9.99E-08
Abcc1	-0.066259591	0.731786269	0.036025147	0.674946824	-0.030234444	0.753109767
Abcc10	-0.019383241	0.966985271	0.400067116	0.003598783	0.380683875	0.015977916
Abcc12	-2.723775574	2.02E-08	1.620082277	1.01E-08	-1.103693296	0.002369949
Abcc2	-0.75726348	0.281855653	-0.713860667	0.030459683	-1.471124148	3.25E-05
Abcc3	-1.035132121	0.011957418	-1.203959896	1.65E-08	-2.239092018	6.68E-20
Abcc4	0.647248287	1.39E-06	-0.19288579	0.024725688	0.454362496	7.59E-07
Abcc5	-0.148072015	0.361873506	-0.302507774	1.26E-05	-0.450579789	6.55E-09
Abcc8	-0.404503687	0.001981684	-0.422842927	3.65E-09	-0.827346614	8.59E-25
Abcc9	-0.113891817	0.887549503	-1.018411107	4.17E-05	-1.132302923	5.23E-05
Abcd1	-0.228493398	0.336785307	-0.316505265	0.002581408	-0.544998663	2.87E-06
Abcd2	-0.594479774	0.296087419	-1.32674697	1.65E-08	-1.921226745	1.53E-11
Abcd3	-0.270113091	0.037140729	-0.590360438	2.05E-20	-0.86047353	3.80E-32
Abcd4	0.004713471	0.993625753	-0.112389672	0.558030759	-0.107676201	0.618475967
Abce1	0.124662684	0.651	0.518842279	2.03E-07	0.643504963	1.59E-08
Abcf1	0.018780347	0.931399656	0.116748685	0.101209981	0.135529033	0.092300392
Abcf2	0.125948352	0.470787213	0.361995807	2.01E-07	0.487944159	7.69E-10
Abcf3	-0.001827619	0.994035316	0.748613883	6.49E-34	0.746786264	8.06E-26
Abcg1	-0.190842742	0.293654017	-0.430616431	3.24E-08	-0.621459173	2.55E-12
Abcg2	-0.478597739	0.454818364	-0.758383936	0.00417331	-1.236981676	4.46E-05
Abcg3	0.592545825	NA	-5.58181356	0.000100384	-4.989267735	0.003217298
Abcg4	-0.012616059	0.994256996	0.253503406	0.683800154	0.240887346	0.724054982
Abcg5	-1.449222412	NA	-0.105069812	0.958939036	-1.554292224	0.467495681
Abcg8	2.723746349	NA	-0.477020049	0.794018392	2.2467263	0.309517964
Abhd1	-1.161455493	0.166151697	-0.25958297	0.595170713	-1.421038463	0.002045078
Abhd10	0.133997982	0.633678422	0.064642331	0.624742379	0.198640313	0.128043502
Abhd11	-0.115348258	0.744	0.216157583	0.101	0.100809326	0.54
Abhd11os	-0.179044353	NA	0.12895111	0.914264069	-0.050093244	0.972598581
Abhd12	0.215418328	0.236513149	-0.279163988	0.000813152	-0.06374566	0.571800508
Abhd13	0.090702832	0.678500448	0.059136655	0.54670946	0.149839487	0.126732958
Abhd14a	0.125973689	0.731416944	-0.273002541	0.043212846	-0.147028852	0.378761108
Abhd14b	0.026777357	0.917603516	-0.506802315	5.01E-11	-0.480024957	6.75E-08
Abhd15	-0.445041408	0.001306364	-0.746529847	1.18E-23	-1.191571255	2.47E-44
Abhd16a	-0.196497756	0.37439457	-0.114312395	0.291418272	-0.310810152	0.005103864
Abhd17a	0.086242105	0.783	-0.148383702	0.21	-0.062141597	0.674
Abhd17b	0.176136281	0.594511938	0.1131201	0.453863523	0.289256381	0.057622946
Abhd17c	0.375320382	0.00753	0.845856876	1.47E-31	1.221177258	9.12E-49
Abhd2	-0.194203451	0.271	-0.153868643	0.0679	-0.348072094	0.000105
Abhd3	-0.047018392	0.932604428	-0.374651962	0.033733058	-0.421670354	0.035762716
Abhd4	0.08594939	0.68	-0.223789936	0.00355	-0.137840546	0.144
Abhd5	0.221643322	0.266345463	-0.013261641	0.913721383	0.208381682	0.054052662
Abhd6	0.308201712	0.155292874	0.419208823	3.74E-05	0.727410534	1.92E-10
Abhd8	-0.234268472	0.349883347	-0.103786837	0.418133922	-0.338055308	0.007938169
Abi1	-0.026279306	0.921012727	0.140132843	0.110540617	0.113853537	0.270050947
Abi2	-0.11046198	0.634977361	-0.020601104	0.861207224	-0.131063084	0.235954382
Abi3	-0.216261243	0.823	-1.604486983	4.24E-07	-1.820748226	4.65E-07
Abl1	-0.341133087	0.00778	-0.368223134	7.34E-08	-0.709356221	2.16E-20
Abl2	-0.146404317	0.465779696	-0.03686062	0.728815894	-0.183264937	0.066252111
Ablim1	-0.107755102	0.647475895	-0.614673509	2.29E-13	-0.722428611	6.60E-14
Ablim2	0.30150321	0.535	0.193762066	0.384	0.495265276	0.0314
Ablim3	-0.779730312	0.229	0.965666118	0.00121	0.185935806	0.65
Abr	-0.23526753	0.051420177	-0.396218353	2.18E-11	-0.631485883	8.52E-21
Abracl	0.196192426	0.283560808	-0.104694065	0.256329536	0.091498361	0.390035967
Abt1	0.439114221	0.0142	0.344061582	0.000281	0.783175802	2.99E-13
Abtb1	-0.112836519	0.706598191	-0.205972897	0.07105389	-0.318809416	0.011194847
Abtb2	0.177714022	0.739983639	0.489877147	0.009711881	0.667591168	0.001967413
Acaa1a	0.171960708	0.456480285	0.144411932	0.168849622	0.316372639	0.004243651
Acaa1b	1.557399432	NA	-1.781594399	0.322470913	-0.224194966	0.917216306
Acaa2	0.114181766	0.786	-0.482339948	0.000763	-0.368158183	0.0309
Acaca	-0.176628344	0.412	0.187548068	0.0517	0.010919724	0.938
Acacb	-0.195584255	0.893	-0.59955345	0.227	-0.795137705	0.156
Acad10	-0.086335154	0.840778683	-0.264175525	0.089109395	-0.350510679	0.034836051
Acad11	-0.133813436	0.402	0.468177028	6.23E-13	0.334363591	1.26E-05
Acad12	-0.159570145	0.725	-0.753222796	1.01E-06	-0.912792941	3.01E-07
Acad8	0.03560521	0.912	0.141471103	0.199	0.177076313	0.152
Acad9	-0.171873957	0.391710412	0.087041874	0.383290655	-0.084832083	0.457367073
Acadl	0.246820006	0.3	-0.462913446	8.06E-06	-0.21609344	0.0918
Acadm	-0.013224251	0.97	-0.068129002	0.586	-0.081353254	0.554
Acads	0.243846383	0.356825072	-0.521422824	3.26E-06	-0.277576441	0.043623772
Acadsb	0.056331853	0.812	-0.073124534	0.443	-0.01679268	0.89
Acadvl	0.031874977	0.891096155	-0.136505999	0.076839894	-0.104631022	0.251063291
Acap2	-0.113562082	0.634234815	0.042503508	0.712845943	-0.071058574	0.558434575
Acap3	-0.471264896	0.001647861	0.433202447	1.32E-07	-0.038062449	0.754917471
Acat1	0.037766647	0.882233182	-0.422903044	3.77E-08	-0.385136396	1.73E-05
Acat2	-0.119892244	0.754053829	-0.046492661	0.786976384	-0.166384906	0.327309858
Acat3	-0.536015409	NA	1.311993878	0.230296914	0.775978469	0.518196728
Acbd3	0.115110564	0.523784004	0.189929843	0.009980432	0.305040407	0.000182229
Acbd4	0.19047466	0.546828316	0.31179761	0.015581258	0.50227227	0.000412428
Acbd5	0.078199721	0.76441006	0.059651626	0.595104348	0.137851347	0.223602795
Acbd6	0.117960269	0.673415851	0.222870241	0.038108752	0.34083051	0.004317751
Acbd7	0.781560789	NA	-1.52548316	0.119795963	-0.74392237	0.505795574
Accs	0.235766909	0.52132786	-0.339096942	0.025865871	-0.103330033	0.604121331
Accsl	-4.548180512	NA	3.319872563	0.059512131	-1.228307949	0.473118623
Acd	0.11768493	0.573437563	0.605283127	4.06E-15	0.722968057	3.14E-16
Ace	0.641514693	0.446978894	-1.177316974	0.000661187	-0.535802281	0.228677207
Ace2	-0.222713463	0.450589612	-1.009208252	1.77E-18	-1.231921715	2.87E-20
Ace3	-3.375657377	NA	-1.291698475	0.47455367	-4.667355851	0.012185694
Acer2	0.341066907	0.605525422	-0.44266132	0.09232716	-0.101594414	0.781827302
Acer3	0.726514383	0.02540394	0.311868146	0.089577054	1.038382529	7.09E-08
Ache	-0.265753892	0.501327413	-1.015640849	1.46E-11	-1.281394742	3.67E-13
Acin1	-0.235778444	0.042681995	-0.024317295	0.755481631	-0.260095739	0.000140192
Ackr2	1.266985943	0.128994554	-0.393465381	0.360364146	0.873520562	0.091811932
Ackr3	-0.366887272	0.719192984	-2.14530868	3.67E-10	-2.512195951	3.97E-10
Acly	-0.432202853	0.013972414	-0.637601614	2.24E-12	-1.069804467	2.44E-25
Aco1	0.006529654	0.978437793	0.035996492	0.689917199	0.042526146	0.663324111
Aco2	-0.080184732	0.67747641	-0.229688704	0.001210993	-0.309873435	0.000106693
Acot1	-1.144746391	0.322645493	-1.095611973	0.024605628	-2.240358364	0.000238302
Acot11	-0.020133476	0.939232959	0.842681569	1.56E-29	0.822548093	1.29E-21
Acot12	0.681059111	0.680733967	0.40591657	0.579401199	1.086975681	0.152489719
Acot13	0.173293506	0.612672927	-0.652137534	2.51E-07	-0.478844029	0.001373298
Acot2	0.463179523	0.152318535	0.661889724	9.17E-06	1.125069247	6.41E-11
Acot3	-1.340509093	NA	-1.695239606	0.049664718	-3.035748698	0.036291203
Acot4	-0.279071483	0.790815694	-0.260607997	0.547317389	-0.53967948	0.235858763
Acot5	1.630740849	NA	-1.040529897	0.53518089	0.590210953	0.787166842
Acot6	0.382749697	0.326068967	-0.721782479	1.43E-05	-0.339032782	0.105571053
Acot7	-1.276526453	0.077424315	-0.409240271	0.318653593	-1.685766724	4.39E-05
Acot8	0.162039763	0.52384085	0.469980828	1.78E-06	0.632020591	1.79E-08
Acot9	0.408170991	0.182384821	0.249669011	0.104578703	0.657840001	5.76E-05
Acox1	0.059570565	0.760562839	-0.093524012	0.213395929	-0.033953447	0.720536477
Acox2	5.196004508	1.41E-10	0.696286538	0.090829199	5.892291045	1.43E-19
Acox3	0.219518754	0.24576862	-0.111133579	0.248543352	0.108385174	0.327537931
Acoxl	0.60717471	NA	-1.714517747	0.145909669	-1.107343036	0.439000589
Acp1	0.299184608	0.093723337	0.026233965	0.82372412	0.325418572	0.001349334
Acp2	0.222334276	0.108741258	-0.083383244	0.277163908	0.138951032	0.092476426
Acp5	-1.5213485	0.000236982	-0.572111615	0.018192227	-2.093460115	1.84E-14
Acp6	0.186748326	0.439962589	-0.029622499	0.824797928	0.157125828	0.21486213
Acpp	-0.535618662	0.855	0.433357003	0.729	-0.102261659	0.944
Acr	-1.92384315	NA	0.688972652	0.588145779	-1.234870498	0.34179192
Acrbp	0.161988887	0.776670898	0.250432579	0.266233019	0.412421466	0.072767475
Acsbg1	1.805481198	0.000105349	0.450229859	0.130253416	2.255711057	1.33E-13
Acsf2	0.103177717	0.820163471	0.698247329	3.83E-06	0.801425046	2.55E-06
Acsf3	0.478089194	0.022684019	0.173070842	0.157725536	0.651160036	1.68E-07
Acsl1	0.517365313	0.000334122	-0.043335417	0.68514388	0.474029895	5.50E-07
Acsl3	-0.166007092	0.63964562	0.703694065	4.83E-08	0.537686973	0.000387314
Acsl4	0.411686863	0.102029473	1.221505148	1.12E-25	1.633192011	2.17E-34
Acsl5	0.154321967	0.19465712	0.470712713	2.16E-19	0.62503468	3.15E-25
Acsl6	0.097831884	0.750016795	-0.423640047	4.31E-05	-0.325808162	0.008666492
Acss1	-0.232287092	0.910023373	-1.255284298	0.081302538	-1.487571391	0.044961797
Acss2	-0.474035346	0.006461146	-0.060502127	0.613844558	-0.534537472	7.11E-07
Acta1	0.252347882	0.782530357	-0.887407961	0.005039294	-0.635060079	0.093857041
Acta2	-0.608390863	0.746532347	-3.122255599	2.24E-06	-3.730646462	1.09E-07
Actb	0.289919604	0.166306274	-0.606377028	1.88E-10	-0.316457424	0.006087626
Actc1	1.423898798	NA	-1.66771238	0.356697318	-0.243813582	0.916791511
Actg1	0.235901203	0.312834361	-0.641703343	8.06E-11	-0.40580214	0.000560999
Actl10	1.325781106	NA	-2.234145639	0.375541717	-0.908364533	0.733915226
Actl6a	0.130156822	0.382846481	0.181854537	0.005121965	0.312011359	1.80E-05
Actl6b	-0.020869585	0.964856969	-0.18589241	0.218309659	-0.206761996	0.225515775
Actl7b	3.386003728	NA	-1.136287056	0.624519804	2.249716672	0.367690833
Actn1	0.178133654	0.378699985	-0.316037414	0.000284299	-0.13790376	0.205656508
Actn2	-0.080785564	0.949794926	1.49049219	6.47E-05	1.409706626	0.001173422
Actn3	-1.176945207	0.200848071	0.112652416	0.843291476	-1.064292791	0.038507534
Actn4	-0.190811326	0.31125674	-0.392656231	1.23E-06	-0.583467557	1.91E-10
Actr10	0.088179663	0.704706221	0.055144581	0.595067789	0.143324244	0.165136136
Actr1a	0.066887202	0.679079192	-0.058204967	0.39772736	0.008682235	0.9233999
Actr1b	0.226852888	0.322206635	0.289976352	0.004591233	0.51682924	4.66E-06
Actr2	0.062222969	0.829020214	-0.029252433	0.82038412	0.032970537	0.81440622
Actr3	0.234575907	0.16645115	0.160564906	0.058966051	0.395140813	1.20E-05
Actr3b	0.149432514	0.763167035	-0.095501745	0.655505883	0.053930769	0.831149641
Actr5	-0.209083402	0.489263446	-0.221274461	0.090522196	-0.430357864	0.002525548
Actr6	-0.066706159	0.906724563	0.015046736	0.951262075	-0.051659422	0.84270685
Actr8	-0.099210887	0.59449799	0.141982774	0.061349246	0.042771887	0.664497865
Actrt3	0.408577484	0.535997664	0.223396164	0.473641987	0.631973648	0.043833828
Acvr1	-0.060833295	0.796139279	0.06318092	0.513405185	0.002347626	0.985962893
Acvr1b	-0.074418243	0.715753452	-0.759159035	2.22E-29	-0.833577278	4.10E-26
Acvr1c	-0.783044998	0.051646961	-1.072918907	4.35E-08	-1.855963905	5.07E-16
Acvr2a	-0.083685169	0.819488799	-0.138077382	0.331483685	-0.221762551	0.145706175
Acvr2b	-0.406722012	0.333465447	-0.151879705	0.496160885	-0.558601717	0.008913219
Acvrl1	-0.21312267	0.682735876	-1.307021801	1.34E-13	-1.520144471	1.07E-12
Acy1	0.023700323	0.963034304	-0.529470065	0.000269446	-0.505769742	0.003372087
Acy3	-2.494057501	NA	-0.469247414	0.692259675	-2.963304915	0.034106549
Acyp1	0.439050751	0.211696854	-0.241704872	0.178126609	0.197345879	0.345619604
Acyp2	-0.05178055	0.917267194	-0.250011758	0.129490905	-0.301792307	0.114802173
Ada	0.6424889	0.34830344	-0.800380982	0.007448953	-0.157892083	0.709390597
Adal	0.294572476	0.26851684	0.286052437	0.020455581	0.580624913	1.79E-05
Adam10	0.095837665	0.64917523	-0.059206313	0.538775484	0.036631352	0.741369325
Adam11	0.229804235	0.865273588	0.155890326	0.790159292	0.385694561	0.493906006
Adam12	-0.960957152	0.299	0.020983309	0.971	-0.939973843	0.0559
Adam15	0.067466114	0.869825826	-0.299253606	0.027224128	-0.231787492	0.148081064
Adam17	0.187304087	0.209282578	0.193100985	0.006506868	0.380405072	7.73E-07
Adam19	-0.221510904	0.852882581	-2.502402808	1.18E-10	-2.723913712	5.96E-11
Adam1a	0.076494325	0.920940224	0.083521758	0.791526324	0.160016082	0.615672455
Adam21	2.748057931	NA	-0.056903089	0.968011338	2.691154842	0.093298419
